iter	Passed	Remaining
3282	5406	2827
3283	5408	2826
3284	5410	2824
3285	5411	2822
3286	5413	2821
3287	5414	2819
3288	5415	2817
3289	5417	2815
3290	5419	2814
3291	5420	2812
3292	5422	2810
3293	5423	2808
3294	5425	2807
3295	5426	2805
3296	5428	2803
3297	5429	2802
3298	5431	2800
3299	5432	2798
3300	5433	2796
3301	5435	2795
3302	5436	2793
3303	5438	2791
3304	5439	2789
3305	5441	2788
3306	5442	2786
3307	5444	2784
3308	5445	2782
3309	5447	2781
3310	5449	2779
3311	5450	2777
3312	5452	2776
3313	5453	2774
3314	5455	2772
3315	5456	2771
3316	5458	2769
3317	5460	2767
3318	5461	2766
3319	5462	2764
3320	5464	2762
3321	5465	2760
3322	5467	2759
3323	5468	2757
3324	5470	2755
3325	5471	2753
3326	5473	2752
3327	5475	2750
3328	5477	2749
3329	5478	2747
3330	5481	2746
3331	5484	2745
3332	5485	2743
3333	5487	2742
3334	5489	2740
3335	5490	2738
3336	5492	2737
3337	5494	2735
3338	5495	2733
3339	5497	2732
3340	5499	2730
3341	5501	2729
3342	5503	2727
3343	5504	2725
3344	5505	2724
3345	5507	2722
3346	5509	2720
3347	5510	2719
3348	5511	2717
3349	5514	2715
3350	5515	2714
3351	5516	2712
3352	5518	2710
3353	5519	2708
3354	5520	2706
3355	5522	2705
3356	5524	2703
3357	5526	2702
3358	5527	2700
3359	5528	2698
3360	5530	2696
3361	5531	2695
3362	5533	2693
3363	5535	2691
3364	5536	2690
3365	5538	2688
3366	5539	2686
3367	5541	2685
3368	5542	2683
3369	5544	2681
3370	5545	2680
3371	5547	2678
3372	5548	2676
3373	5550	2674
3374	5552	2673
3375	5553	2671
3376	5554	2669
3377	5556	2667
3378	5557	2666
3379	5559	2664
3380	5560	2662
3381	5562	2660
3382	5563	2659
3383	5565	2657
3384	5566	2655
3385	5568	2654
3386	5569	2652
3387	5570	2650
3388	5572	2648
3389	5574	2647
3390	5576	2645
3391	5577	2644
3392	5579	2642
3393	5580	2640
3394	5582	2639
3395	5583	2637
3396	5585	2635
3397	5586	2633
3398	5588	2632
3399	5590	2630
3400	5591	2628
3401	5593	2627
3402	5594	2625
3403	5596	2623
3404	5597	2622
3405	5599	2620
3406	5602	2619
3407	5603	2617
3408	5605	2616
3409	5607	2614
3410	5608	2612
3411	5610	2611
3412	5611	2609
3413	5613	2607
3414	5615	2606
3415	5616	2604
3416	5617	2602
3417	5619	2600
3418	5620	2599
3419	5622	2597
3420	5623	2595
3421	5625	2593
3422	5626	2592
3423	5627	2590
3424	5629	2588
3425	5631	2587
3426	5632	2585
3427	5633	2583
3428	5635	2581
3429	5636	2580
3430	5638	2578
3431	5639	2576
3432	5641	2574
3433	5642	2573
3434	5643	2571
3435	5645	2569
3436	5646	2567
3437	5648	2566
3438	5649	2564
3439	5650	2562
3440	5652	2560
3441	5654	2559
3442	5655	2557
3443	5657	2555
3444	5658	2554
3445	5660	2552
3446	5661	2550
3447	5663	2549
3448	5664	2547
3449	5666	2545
3450	5667	2544
3451	5669	2542
3452	5670	2540
3453	5672	2539
3454	5674	2537
3455	5675	2535
3456	5677	2533
3457	5678	2532
3458	5680	2530
3459	5681	2528
3460	5683	2527
3461	5684	2525
3462	5685	2523
3463	5687	2521
3464	5688	2520
3465	5690	2518
3466	5692	2516
3467	5693	2515
3468	5695	2513
3469	5696	2511
3470	5698	2510
3471	5699	2508
3472	5700	2506
3473	5702	2504
3474	5703	2503
3475	5705	2501
3476	5706	2499
3477	5708	2497
3478	5709	2496
3479	5711	2494
3480	5713	2493
3481	5714	2491
3482	5716	2489
3483	5717	2487
3484	5719	2486
3485	5720	2484
3486	5722	2482
3487	5723	2481
3488	5724	2479
3489	5726	2477
3490	5727	2475
3491	5729	2474
3492	5730	2472
3493	5732	2470
3494	5733	2469
3495	5735	2467
3496	5736	2465
3497	5737	2463
3498	5739	2462
3499	5740	2460
3500	5742	2458
3501	5744	2457
3502	5745	2455
3503	5746	2453
3504	5748	2451
3505	5749	2450
3506	5751	2448
3507	5753	2446
3508	5754	2445
3509	5755	2443
3510	5757	2441
3511	5758	2439
3512	5760	2438
3513	5762	2436
3514	5763	2434
3515	5765	2433
3516	5766	2431
3517	5768	2429
3518	5770	2428
3519	5772	2426
3520	5773	2425
3521	5775	2423
3522	5776	2421
3523	5778	2420
3524	5779	2418
3525	5781	2416
3526	5783	2415
3527	5784	2413
3528	5786	2412
3529	5788	2410
3530	5789	2408
3531	5791	2407
3532	5792	2405
3533	5794	2403
3534	5796	2402
3535	5797	2400
3536	5799	2398
3537	5800	2397
3538	5802	2395
3539	5803	2393
3540	5804	2391
3541	5806	2390
3542	5807	2388
3543	5809	2386
3544	5811	2385
3545	5812	2383
3546	5813	2381
3547	5815	2379
3548	5816	2378
3549	5818	2376
3550	5819	2374
3551	5821	2373
3552	5822	2371
3553	5824	2369
3554	5826	2368
3555	5827	2366
3556	5829	2364
3557	5830	2363
3558	5831	2361
3559	5833	2359
3560	5835	2358
3561	5837	2356
3562	5838	2354
3563	5839	2352
3564	5841	2351
3565	5843	2349
3566	5844	2348
3567	5846	2346
3568	5848	2344
3569	5849	2343
3570	5852	2342
3571	5854	2340
3572	5856	2338
3573	5857	2337
3574	5859	2335
3575	5860	2333
3576	5862	2332
3577	5863	2330
3578	5865	2328
3579	5867	2327
3580	5868	2325
3581	5870	2323
3582	5871	2322
3583	5873	2320
3584	5874	2318
3585	5876	2317
3586	5877	2315
3587	5879	2313
3588	5881	2312
3589	5882	2310
3590	5884	2308
3591	5885	2307
3592	5886	2305
3593	5888	2303
3594	5889	2301
3595	5891	2300
3596	5892	2298
3597	5894	2296
3598	5895	2295
3599	5897	2293
3600	5898	2291
3601	5900	2290
3602	5901	2288
3603	5903	2286
3604	5904	2284
3605	5905	2283
3606	5907	2281
3607	5909	2279
3608	5910	2278
3609	5912	2276
3610	5913	2274
3611	5914	2272
3612	5916	2271
3613	5918	2269
3614	5919	2267
3615	5920	2266
3616	5921	2264
3617	5923	2262
3618	5924	2260
3619	5926	2259
3620	5928	2257
3621	5929	2255
3622	5930	2254
3623	5932	2252
3624	5933	2250
3625	5935	2249
3626	5936	2247
3627	5938	2245
3628	5939	2244
3629	5942	2242
3630	5943	2240
3631	5945	2239
3632	5946	2237
3633	5948	2235
3634	5950	2234
3635	5951	2232
3636	5953	2231
3637	5954	2229
3638	5957	2227
3639	5958	2226
3640	5960	2224
3641	5961	2222
3642	5962	2221
3643	5964	2219
3644	5967	2218
3645	5968	2216
3646	5970	2215
3647	5972	2213
3648	5975	2212
3649	5976	2210
3650	5978	2209
3651	5980	2207
3652	5982	2206
3653	5984	2204
3654	5986	2202
3655	5987	2201
3656	5989	2199
3657	5990	2197
3658	5992	2196
3659	5994	2194
3660	5996	2193
3661	5998	2191
3662	6000	2190
3663	6001	2188
3664	6003	2186
3665	6004	2184
3666	6005	2183
3667	6007	2181
3668	6009	2179
3669	6010	2178
3670	6011	2176
3671	6013	2174
3672	6015	2173
3673	6016	2171
3674	6017	2169
3675	6019	2168
3676	6020	2166
3677	6022	2164
3678	6024	2163
3679	6025	2161
3680	6027	2159
3681	6028	2157
3682	6030	2156
3683	6031	2154
3684	6033	2152
3685	6034	2151
3686	6035	2149
3687	6037	2147
3688	6039	2146
3689	6040	2144
3690	6042	2142
3691	6043	2141
3692	6044	2139
3693	6046	2137
3694	6047	2135
3695	6049	2134
3696	6050	2132
3697	6051	2130
3698	6053	2129
3699	6054	2127
3700	6056	2125
3701	6057	2123
3702	6059	2122
3703	6060	2120
3704	6061	2118
3705	6064	2117
3706	6065	2115
3707	6067	2113
3708	6068	2112
3709	6069	2110
3710	6071	2108
3711	6072	2107
3712	6074	2105
3713	6075	2103
3714	6076	2101
3715	6078	2100
3716	6079	2098
3717	6081	2096
3718	6082	2095
3719	6084	2093
3720	6086	2091
3721	6087	2090
3722	6089	2088
3723	6091	2087
3724	6093	2085
3725	6095	2084
3726	6096	2082
3727	6098	2080
3728	6099	2079
3729	6101	2077
3730	6102	2075
3731	6104	2073
3732	6105	2072
3733	6107	2070
3734	6108	2068
3735	6110	2067
3736	6111	2065
3737	6113	2063
3738	6114	2062
3739	6115	2060
3740	6117	2058
3741	6118	2057
3742	6120	2055
3743	6121	2053
3744	6123	2051
3745	6124	2050
3746	6126	2048
3747	6127	2046
3748	6128	2045
3749	6130	2043
3750	6131	2041
3751	6133	2040
3752	6134	2038
3753	6135	2036
3754	6137	2034
3755	6139	2033
3756	6140	2031
3757	6141	2029
3758	6143	2028
3759	6145	2026
3760	6146	2024
3761	6147	2023
3762	6149	2021
3763	6151	2019
3764	6153	2018
3765	6154	2016
3766	6156	2015
3767	6157	2013
3768	6159	2011
3769	6161	2010
3770	6163	2008
3771	6164	2006
3772	6165	2005
3773	6167	2003
3774	6168	2001
3775	6170	2000
3776	6172	1998
3777	6173	1996
3778	6175	1995
3779	6176	1993
3780	6178	1992
3781	6180	1990
3782	6181	1988
3783	6182	1986
3784	6184	1985
3785	6185	1983
3786	6187	1981
3787	6189	1980
3788	6190	1978
3789	6191	1976
3790	6193	1975
3791	6195	1973
3792	6196	1971
3793	6197	1970
3794	6199	1968
3795	6201	1966
3796	6203	1965
3797	6204	1963
3798	6206	1961
3799	6207	1960
3800	6208	1958
3801	6210	1956
3802	6211	1955
3803	6213	1953
3804	6215	1951
3805	6216	1950
3806	6218	1948
3807	6219	1946
3808	6221	1945
3809	6222	1943
3810	6224	1941
3811	6225	1940
3812	6227	1938
3813	6228	1936
3814	6230	1935
3815	6231	1933
3816	6233	1931
3817	6234	1930
3818	6236	1928
3819	6237	1926
3820	6238	1925
3821	6240	1923
3822	6241	1921
3823	6243	1920
3824	6245	1918
3825	6246	1916
3826	6247	1915
3827	6249	1913
3828	6251	1911
3829	6252	1910
3830	6254	1908
3831	6255	1906
3832	6256	1904
3833	6258	1903
3834	6259	1901
3835	6261	1900
3836	6263	1898
3837	6265	1896
3838	6266	1895
3839	6268	1893
3840	6270	1892
3841	6271	1890
3842	6273	1888
3843	6274	1886
3844	6276	1885
3845	6277	1883
3846	6279	1882
3847	6280	1880
3848	6282	1878
3849	6283	1876
3850	6285	1875
3851	6287	1873
3852	6289	1872
3853	6290	1870
3854	6292	1868
3855	6294	1867
3856	6295	1865
3857	6296	1863
3858	6298	1862
3859	6299	1860
3860	6301	1858
3861	6302	1857
3862	6304	1855
3863	6305	1853
3864	6307	1852
3865	6308	1850
3866	6310	1848
3867	6311	1847
3868	6313	1845
3869	6314	1843
3870	6316	1842
3871	6318	1840
3872	6319	1838
3873	6321	1837
3874	6322	1835
3875	6324	1833
3876	6325	1832
3877	6327	1830
3878	6328	1828
3879	6329	1827
3880	6331	1825
3881	6333	1823
3882	6334	1822
3883	6336	1820
3884	6338	1819
3885	6339	1817
3886	6341	1815
3887	6343	1814
3888	6345	1812
3889	6346	1810
3890	6347	1809
3891	6349	1807
3892	6350	1805
3893	6352	1804
3894	6353	1802
3895	6355	1800
3896	6356	1799
3897	6358	1797
3898	6360	1796
3899	6361	1794
3900	6363	1792
3901	6364	1791
3902	6366	1789
3903	6367	1787
3904	6369	1786
3905	6370	1784
3906	6372	1782
3907	6373	1781
3908	6375	1779
3909	6376	1777
3910	6378	1776
3911	6380	1774
3912	6382	1772
3913	6383	1771
3914	6385	1769
3915	6386	1767
3916	6388	1766
3917	6389	1764
3918	6391	1762
3919	6392	1761
3920	6394	1759
3921	6395	1757
3922	6397	1756
3923	6398	1754
3924	6400	1752
3925	6401	1751
3926	6402	1749
3927	6404	1747
3928	6405	1746
3929	6407	1744
3930	6408	1742
3931	6410	1741
3932	6411	1739
3933	6413	1737
3934	6414	1736
3935	6415	1734
3936	6417	1732
3937	6419	1731
3938	6420	1729
3939	6423	1728
3940	6424	1726
3941	6426	1724
3942	6427	1723
3943	6429	1721
3944	6431	1719
3945	6432	1718
3946	6434	1716
3947	6435	1714
3948	6436	1713
3949	6438	1711
3950	6440	1709
3951	6441	1708
3952	6443	1706
3953	6444	1704
3954	6445	1703
3955	6447	1701
3956	6449	1699
3957	6450	1698
3958	6452	1696
3959	6453	1694
3960	6454	1693
3961	6456	1691
3962	6457	1689
3963	6459	1688
3964	6460	1686
3965	6462	1684
3966	6463	1683
3967	6465	1681
3968	6466	1679
3969	6468	1678
3970	6469	1676
3971	6471	1674
3972	6473	1673
3973	6474	1671
3974	6476	1669
3975	6477	1668
3976	6478	1666
3977	6480	1664
3978	6481	1663
3979	6483	1661
3980	6485	1659
3981	6486	1658
3982	6488	1656
3983	6489	1655
3984	6491	1653
3985	6492	1651
3986	6494	1649
3987	6495	1648
3988	6497	1646
3989	6498	1645
3990	6500	1643
3991	6501	1641
3992	6502	1639
3993	6504	1638
3994	6506	1636
3995	6507	1635
3996	6509	1633
3997	6510	1631
3998	6511	1630
3999	6513	1628
4000	6515	1626
4001	6516	1625
4002	6518	1623
4003	6519	1621
4004	6520	1620
4005	6522	1618
4006	6523	1616
4007	6524	1614
4008	6526	1613
4009	6527	1611
4010	6529	1609
4011	6531	1608
4012	6532	1606
4013	6534	1605
4014	6535	1603
4015	6536	1601
4016	6538	1600
4017	6539	1598
4018	6541	1596
4019	6542	1595
4020	6544	1593
4021	6546	1591
4022	6547	1590
4023	6549	1588
4024	6550	1586
4025	6552	1585
4026	6555	1583
4027	6556	1582
4028	6558	1580
4029	6559	1578
4030	6561	1577
4031	6562	1575
4032	6565	1574
4033	6566	1572
4034	6568	1570
4035	6570	1569
4036	6572	1567
4037	6573	1566
4038	6575	1564
4039	6577	1562
4040	6578	1561
4041	6580	1559
4042	6582	1558
4043	6583	1556
4044	6585	1554
4045	6587	1553
4046	6588	1551
4047	6590	1549
4048	6591	1548
4049	6593	1546
4050	6594	1544
4051	6596	1543
4052	6597	1541
4053	6599	1539
4054	6600	1538
4055	6602	1536
4056	6603	1534
4057	6605	1533
4058	6606	1531
4059	6608	1529
4060	6609	1528
4061	6611	1526
4062	6613	1525
4063	6614	1523
4064	6616	1521
4065	6617	1520
4066	6619	1518
4067	6621	1516
4068	6622	1515
4069	6623	1513
4070	6625	1511
4071	6627	1510
4072	6628	1508
4073	6630	1506
4074	6631	1505
4075	6632	1503
4076	6634	1501
4077	6635	1500
4078	6637	1498
4079	6638	1496
4080	6640	1495
4081	6641	1493
4082	6642	1491
4083	6644	1490
4084	6646	1488
4085	6647	1487
4086	6649	1485
4087	6650	1483
4088	6652	1482
4089	6653	1480
4090	6654	1478
4091	6656	1476
4092	6657	1475
4093	6658	1473
4094	6660	1471
4095	6661	1470
4096	6663	1468
4097	6664	1467
4098	6666	1465
4099	6667	1463
4100	6669	1462
4101	6671	1460
4102	6672	1458
4103	6674	1457
4104	6675	1455
4105	6677	1453
4106	6678	1452
4107	6680	1450
4108	6681	1448
4109	6683	1447
4110	6684	1445
4111	6686	1443
4112	6687	1442
4113	6689	1440
4114	6690	1438
4115	6692	1437
4116	6693	1435
4117	6695	1434
4118	6697	1432
4119	6698	1430
4120	6700	1429
4121	6701	1427
4122	6703	1425
4123	6704	1424
4124	6706	1422
4125	6707	1420
4126	6709	1419
4127	6710	1417
4128	6712	1415
4129	6714	1414
4130	6715	1412
4131	6717	1411
4132	6719	1409
4133	6720	1407
4134	6722	1406
4135	6723	1404
4136	6725	1402
4137	6727	1401
4138	6729	1399
4139	6730	1398
4140	6732	1396
4141	6734	1394
4142	6736	1393
4143	6738	1391
4144	6739	1390
4145	6741	1388
4146	6742	1386
4147	6744	1385
4148	6746	1383
4149	6747	1382
4150	6749	1380
4151	6751	1378
4152	6753	1377
4153	6754	1375
4154	6755	1373
4155	6757	1372
4156	6759	1370
4157	6761	1369
4158	6762	1367
4159	6764	1365
4160	6765	1364
4161	6767	1362
4162	6769	1361
4163	6770	1359
4164	6772	1357
4165	6773	1356
4166	6775	1354
4167	6776	1352
4168	6778	1351
4169	6779	1349
4170	6781	1347
4171	6782	1346
4172	6784	1344
4173	6785	1342
4174	6787	1341
4175	6788	1339
4176	6790	1337
4177	6791	1336
4178	6793	1334
4179	6794	1332
4180	6796	1331
4181	6797	1329
4182	6799	1327
4183	6800	1326
4184	6802	1324
4185	6803	1322
4186	6804	1321
4187	6806	1319
4188	6808	1318
4189	6811	1316
4190	6812	1314
4191	6813	1313
4192	6815	1311
4193	6817	1310
4194	6818	1308
4195	6820	1306
4196	6822	1305
4197	6823	1303
4198	6825	1302
4199	6827	1300
4200	6828	1298
4201	6830	1297
4202	6832	1295
4203	6833	1293
4204	6835	1292
4205	6836	1290
4206	6838	1288
4207	6839	1287
4208	6841	1285
4209	6842	1284
4210	6844	1282
4211	6845	1280
4212	6848	1279
4213	6849	1277
4214	6851	1275
4215	6852	1274
4216	6853	1272
4217	6855	1270
4218	6857	1269
4219	6858	1267
4220	6860	1266
4221	6861	1264
4222	6862	1262
4223	6864	1261
4224	6866	1259
4225	6868	1257
4226	6869	1256
4227	6870	1254
4228	6872	1252
4229	6873	1251
4230	6875	1249
4231	6876	1247
4232	6878	1246
4233	6879	1244
4234	6881	1243
4235	6882	1241
4236	6884	1239
4237	6885	1238
4238	6887	1236
4239	6889	1234
4240	6890	1233
4241	6892	1231
4242	6893	1229
4243	6895	1228
4244	6896	1226
4245	6898	1224
4246	6899	1223
4247	6901	1221
4248	6902	1220
4249	6904	1218
4250	6905	1216
4251	6907	1215
4252	6908	1213
4253	6910	1211
4254	6911	1210
4255	6913	1208
4256	6915	1206
4257	6916	1205
4258	6917	1203
4259	6919	1201
4260	6920	1200
4261	6922	1198
4262	6924	1197
4263	6926	1195
4264	6928	1193
4265	6932	1192
4266	6934	1191
4267	6935	1189
4268	6936	1187
4269	6938	1186
4270	6940	1184
4271	6941	1182
4272	6943	1181
4273	6944	1179
4274	6946	1178
4275	6948	1176
4276	6950	1174
4277	6951	1173
4278	6953	1171
4279	6954	1169
4280	6956	1168
4281	6957	1166
4282	6959	1165
4283	6960	1163
4284	6962	1161
4285	6964	1160
4286	6965	1158
4287	6966	1156
4288	6968	1155
4289	6969	1153
4290	6971	1151
4291	6973	1150
4292	6974	1148
4293	6976	1146
4294	6977	1145
4295	6979	1143
4296	6980	1142
4297	6981	1140
4298	6983	1138
4299	6984	1137
4300	6986	1135
4301	6989	1133
4302	6990	1132
4303	6992	1130
4304	6994	1129
4305	6996	1127
4306	6997	1125
4307	6999	1124
4308	7001	1122
4309	7002	1121
4310	7004	1119
4311	7005	1117
4312	7006	1116
4313	7008	1114
4314	7009	1112
4315	7011	1111
4316	7013	1109
4317	7014	1107
4318	7015	1106
4319	7017	1104
4320	7019	1102
4321	7020	1101
4322	7022	1099
4323	7023	1098
4324	7025	1096
4325	7027	1094
4326	7028	1093
4327	7029	1091
4328	7031	1089
4329	7032	1088
4330	7033	1086
4331	7035	1084
4332	7038	1083
4333	7039	1081
4334	7041	1080
4335	7042	1078
4336	7044	1076
4337	7045	1075
4338	7047	1073
4339	7048	1071
4340	7050	1070
4341	7051	1068
4342	7053	1067
4343	7055	1065
4344	7056	1063
4345	7057	1062
4346	7059	1060
4347	7061	1058
4348	7063	1057
4349	7064	1055
4350	7066	1054
4351	7067	1052
4352	7069	1050
4353	7071	1049
4354	7072	1047
4355	7074	1045
4356	7076	1044
4357	7078	1042
4358	7079	1041
4359	7081	1039
4360	7082	1037
4361	7084	1036
4362	7086	1034
4363	7088	1032
4364	7089	1031
4365	7090	1029
4366	7093	1028
4367	7095	1026
4368	7096	1024
4369	7097	1023
4370	7099	1021
4371	7101	1020
4372	7103	1018
4373	7104	1016
4374	7106	1015
4375	7107	1013
4376	7109	1011
4377	7110	1010
4378	7112	1008
4379	7113	1006
4380	7115	1005
4381	7116	1003
4382	7118	1002
4383	7120	1000
4384	7121	998
4385	7122	997
4386	7124	995
4387	7126	993
4388	7127	992
4389	7128	990
4390	7130	988
4391	7131	987
4392	7133	985
4393	7134	983
4394	7135	982
4395	7137	980
4396	7138	978
4397	7140	977
4398	7141	975
4399	7143	974
4400	7145	972
4401	7146	970
4402	7148	969
4403	7149	967
4404	7151	965
4405	7153	964
4406	7155	962
4407	7156	961
4408	7158	959
4409	7160	957
4410	7161	956
4411	7163	954
4412	7164	952
4413	7166	951
4414	7167	949
4415	7169	948
4416	7170	946
4417	7171	944
4418	7173	943
4419	7174	941
4420	7176	939
4421	7177	938
4422	7179	936
4423	7180	934
4424	7182	933
4425	7183	931
4426	7185	930
4427	7186	928
4428	7188	926
4429	7189	925
4430	7191	923
4431	7192	921
4432	7194	920
4433	7195	918
4434	7196	916
4435	7198	915
4436	7200	913
4437	7201	911
4438	7203	910
4439	7204	908
4440	7206	907
4441	7207	905
4442	7209	903
4443	7210	902
4444	7212	900
4445	7213	898
4446	7214	897
4447	7216	895
4448	7218	894
4449	7220	892
4450	7221	890
4451	7223	889
4452	7224	887
4453	7226	885
4454	7227	884
4455	7229	882
4456	7230	880
4457	7231	879
4458	7233	877
4459	7234	875
4460	7236	874
4461	7238	872
4462	7239	871
4463	7241	869
4464	7242	867
4465	7244	866
4466	7245	864
4467	7247	862
4468	7248	861
4469	7250	859
4470	7252	858
4471	7253	856
4472	7254	854
4473	7256	853
4474	7258	851
4475	7260	849
4476	7261	848
4477	7263	846
4478	7264	845
4479	7265	843
4480	7267	841
4481	7269	840
4482	7270	838
4483	7271	836
4484	7273	835
4485	7274	833
4486	7276	831
4487	7277	830
4488	7279	828
4489	7280	826
4490	7282	825
4491	7283	823
4492	7285	822
4493	7286	820
4494	7288	818
4495	7289	817
4496	7291	815
4497	7292	813
4498	7294	812
4499	7296	810
4500	7297	809
4501	7300	807
4502	7301	805
4503	7303	804
4504	7304	802
4505	7306	801
4506	7307	799
4507	7309	797
4508	7310	796
4509	7312	794
4510	7313	792
4511	7315	791
4512	7316	789
4513	7318	787
4514	7320	786
4515	7322	784
4516	7324	783
4517	7325	781
4518	7326	779
4519	7328	778
4520	7329	776
4521	7331	774
4522	7333	773
4523	7334	771
4524	7335	770
4525	7337	768
4526	7339	766
4527	7340	765
4528	7341	763
4529	7343	761
4530	7344	760
4531	7346	758
4532	7347	756
4533	7349	755
4534	7350	753
4535	7352	752
4536	7353	750
4537	7355	748
4538	7357	747
4539	7358	745
4540	7360	743
4541	7361	742
4542	7363	740
4543	7365	739
4544	7366	737
4545	7368	735
4546	7369	734
4547	7371	732
4548	7372	730
4549	7374	729
4550	7375	727
4551	7377	726
4552	7378	724
4553	7380	722
4554	7381	721
4555	7383	719
4556	7384	717
4557	7386	716
4558	7387	714
4559	7389	713
4560	7390	711
4561	7392	709
4562	7393	708
4563	7395	706
4564	7396	704
4565	7397	703
4566	7399	701
4567	7400	699
4568	7402	698
4569	7403	696
4570	7405	695
4571	7406	693
4572	7408	691
4573	7409	690
4574	7411	688
4575	7412	686
4576	7414	685
4577	7415	683
4578	7416	681
4579	7417	680
4580	7419	678
4581	7421	676
4582	7422	675
4583	7423	673
4584	7425	672
4585	7426	670
4586	7428	668
4587	7429	667
4588	7431	665
4589	7433	663
4590	7434	662
4591	7436	660
4592	7437	659
4593	7439	657
4594	7440	655
4595	7441	654
4596	7443	652
4597	7444	650
4598	7446	649
4599	7447	647
4600	7449	645
4601	7450	644
4602	7451	642
4603	7453	641
4604	7456	639
4605	7457	637
4606	7459	636
4607	7460	634
4608	7462	633
4609	7464	631
4610	7465	629
4611	7467	628
4612	7468	626
4613	7470	624
4614	7471	623
4615	7473	621
4616	7474	620
4617	7476	618
4618	7477	616
4619	7480	615
4620	7481	613
4621	7482	611
4622	7484	610
4623	7485	608
4624	7487	607
4625	7488	605
4626	7489	603
4627	7491	602
4628	7493	600
4629	7495	599
4630	7497	597
4631	7498	595
4632	7500	594
4633	7502	592
4634	7503	590
4635	7505	589
4636	7508	587
4637	7509	586
4638	7511	584
4639	7512	582
4640	7514	581
4641	7515	579
4642	7517	578
4643	7519	576
4644	7521	574
4645	7523	573
4646	7525	571
4647	7527	570
4648	7529	568
4649	7530	566
4650	7532	565
4651	7534	563
4652	7536	562
4653	7538	560
4654	7540	558
4655	7542	557
4656	7543	555
4657	7545	553
4658	7546	552
4659	7548	550
4660	7549	549
4661	7551	547
4662	7553	545
4663	7554	544
4664	7556	542
4665	7558	541
4666	7559	539
4667	7561	537
4668	7562	536
4669	7565	534
4670	7567	532
4671	7568	531
4672	7570	529
4673	7571	528
4674	7573	526
4675	7574	524
4676	7576	523
4677	7577	521
4678	7579	519
4679	7580	518
4680	7582	516
4681	7583	515
4682	7584	513
4683	7586	511
4684	7588	510
4685	7589	508
4686	7591	506
4687	7592	505
4688	7594	503
4689	7596	502
4690	7597	500
4691	7599	498
4692	7600	497
4693	7601	495
4694	7603	493
4695	7604	492
4696	7606	490
4697	7607	489
4698	7609	487
4699	7610	485
4700	7611	484
4701	7613	482
4702	7615	480
4703	7616	479
4704	7617	477
4705	7619	475
4706	7620	474
4707	7621	472
4708	7623	471
4709	7624	469
4710	7626	467
4711	7627	466
4712	7629	464
4713	7631	463
4714	7632	461
4715	7634	459
4716	7635	458
4717	7637	456
4718	7638	454
4719	7640	453
4720	7641	451
4721	7643	449
4722	7644	448
4723	7647	446
4724	7648	445
4725	7650	443
4726	7651	441
4727	7653	440
4728	7654	438
4729	7656	437
4730	7657	435
4731	7659	433
4732	7661	432
4733	7662	430
4734	7664	428
4735	7665	427
4736	7667	425
4737	7668	424
4738	7669	422
4739	7671	420
4740	7673	419
4741	7675	417
4742	7677	415
4743	7678	414
4744	7680	412
4745	7682	411
4746	7683	409
4747	7685	407
4748	7686	406
4749	7688	404
4750	7690	403
4751	7691	401
4752	7693	399
4753	7694	398
4754	7696	396
4755	7697	394
4756	7699	393
4757	7700	391
4758	7701	390
4759	7703	388
4760	7704	386
4761	7706	385
4762	7707	383
4763	7709	381
4764	7710	380
4765	7712	378
4766	7714	377
4767	7715	375
4768	7716	373
4769	7718	372
4770	7719	370
4771	7721	368
4772	7722	367
4773	7724	365
4774	7725	364
4775	7727	362
4776	7728	360
4777	7730	359
4778	7731	357
4779	7733	355
4780	7734	354
4781	7735	352
4782	7737	351
4783	7738	349
4784	7740	347
4785	7741	346
4786	7742	344
4787	7744	342
4788	7746	341
4789	7747	339
4790	7749	338
4791	7751	336
4792	7752	334
4793	7754	333
4794	7757	331
4795	7758	330
4796	7760	328
4797	7761	326
4798	7763	325
4799	7765	323
4800	7766	321
4801	7768	320
4802	7769	318
4803	7771	317
4804	7773	315
4805	7774	313
4806	7776	312
4807	7777	310
4808	7779	308
4809	7780	307
4810	7782	305
4811	7783	304
4812	7785	302
4813	7786	300
4814	7788	299
4815	7789	297
4816	7792	296
4817	7793	294
4818	7795	292
4819	7796	291
4820	7797	289
4821	7799	287
4822	7800	286
4823	7802	284
4824	7803	283
4825	7805	281
4826	7806	279
4827	7807	278
4828	7810	276
4829	7812	274
4830	7815	273
4831	7816	271
4832	7818	270
4833	7819	268
4834	7820	266
4835	7822	265
4836	7823	263
4837	7825	262
4838	7826	260
4839	7828	258
4840	7830	257
4841	7831	255
4842	7832	253
4843	7834	252
4844	7836	250
4845	7838	249
4846	7839	247
4847	7841	245
4848	7842	244
4849	7843	242
4850	7845	240
4851	7847	239
4852	7848	237
4853	7849	236
4854	7851	234
4855	7852	232
4856	7854	231
4857	7855	229
4858	7857	228
4859	7858	226
4860	7860	224
4861	7862	223
4862	7863	221
4863	7864	219
4864	7866	218
4865	7867	216
4866	7869	215
4867	7870	213
4868	7872	211
4869	7873	210
4870	7875	208
4871	7876	206
4872	7878	205
4873	7879	203
4874	7881	202
4875	7882	200
4876	7883	198
4877	7885	197
4878	7887	195
4879	7888	193
4880	7890	192
4881	7891	190
4882	7893	189
4883	7894	187
4884	7895	185
4885	7897	184
4886	7899	182
4887	7900	181
4888	7902	179
4889	7903	177
4890	7905	176
4891	7906	174
